"virus","animal","cors","corsCI1","corsCI2","pval","commonName"
"Canine parvovirus","Epinephelus.fuscoguttatus",NA,NA,NA,NA,"Brown-marbled grouper"
"Civet astrovirus","Epinephelus.fuscoguttatus",NA,NA,NA,NA,"Brown-marbled grouper"
"Civet kobuvirus","Epinephelus.fuscoguttatus",NA,NA,NA,NA,"Brown-marbled grouper"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Epinephelus.fuscoguttatus",NA,NA,NA,NA,"Brown-marbled grouper"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Epinephelus.fuscoguttatus",NA,NA,NA,NA,"Brown-marbled grouper"
"European hedgehog papillomavirus","Epinephelus.fuscoguttatus",NA,NA,NA,NA,"Brown-marbled grouper"
"Hedgehog bocavirus","Epinephelus.fuscoguttatus",NA,NA,NA,NA,"Brown-marbled grouper"
"Hedgehog chapparvovirus 6","Epinephelus.fuscoguttatus",NA,NA,NA,NA,"Brown-marbled grouper"
"Hedgehog dicipivirus 2","Epinephelus.fuscoguttatus",NA,NA,NA,NA,"Brown-marbled grouper"
"Lucheng Rn rat coronavirus","Epinephelus.fuscoguttatus",NA,NA,NA,NA,"Brown-marbled grouper"
"Lupine bocavirus isolate South Douro","Epinephelus.fuscoguttatus",NA,NA,NA,NA,"Brown-marbled grouper"
"Marmot kobuvirus","Epinephelus.fuscoguttatus",NA,NA,NA,NA,"Brown-marbled grouper"
"Myocastor coypus polyomavirus 1","Epinephelus.fuscoguttatus",NA,NA,NA,NA,"Brown-marbled grouper"
"Raccoon dog amdovirus","Epinephelus.fuscoguttatus",NA,NA,NA,NA,"Brown-marbled grouper"
"Rodent papillomavirus","Epinephelus.fuscoguttatus",NA,NA,NA,NA,"Brown-marbled grouper"
"Skunk adenovirus PB1","Epinephelus.fuscoguttatus",NA,NA,NA,NA,"Brown-marbled grouper"
"SARS-CoV-2","Epinephelus.fuscoguttatus",NA,NA,NA,NA,"Brown-marbled grouper"
"Human adenovirus type 1","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Human astrovirus","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Human herpesvirus 1","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Human herpesvirus 4","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Human orthopneumovirus B","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Human papillomavirus 1","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Human papillomavirus type 41","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Influenza A virus H3N2","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Influenza A virus H5N1","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Influenza A virus H7N9, segment 1","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Influenza A virus H7N9, segment 2","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Influenza A virus H7N9, segment 3","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Influenza A virus H7N9, segment 5","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Influenza A virus H9N2 (HA)","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Influenza A virus H9N2 segment 5","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Parvovirus NIH-CQV","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Bamboo rat circovirus","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Bamboo rat coronavirus","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Betacoronavirus HKU24","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Cadicivirus B","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Canine coronavirus HeB-G1","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Canine coronavirus SD-F3","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Canine kobuvirus JX-MO1","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Canine kobuvirus SMCD-59","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Canine parvovirus","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Civet astrovirus","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Civet kobuvirus","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"European hedgehog papillomavirus","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Hedgehog bocavirus","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Hedgehog chapparvovirus 6","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Hedgehog dicipivirus 2","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Lucheng Rn rat coronavirus","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Lupine bocavirus isolate South Douro","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Marmot kobuvirus","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Myocastor coypus polyomavirus 1","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Raccoon dog amdovirus","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Rodent papillomavirus","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Skunk adenovirus PB1","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"SARS-CoV-2","Luciobarbus.capito",NA,NA,NA,NA,"Bulatmai barbel"
"Human adenovirus type 1","Alectoris.chukar",NA,NA,NA,NA,"Chukar partridge"
"Human astrovirus","Alectoris.chukar",NA,NA,NA,NA,"Chukar partridge"
"Human herpesvirus 1","Alectoris.chukar",-0.0300301166835878,-0.263147292822323,0.206400327051988,0.805077182036958,"Chukar partridge"
"Human herpesvirus 4","Alectoris.chukar",-0.0206277737238164,-0.254368871771891,0.215390242499781,0.865407435549314,"Chukar partridge"
"Human orthopneumovirus B","Alectoris.chukar",NA,NA,NA,NA,"Chukar partridge"
"Human papillomavirus 1","Alectoris.chukar",NA,NA,NA,NA,"Chukar partridge"
"Human papillomavirus type 41","Alectoris.chukar",-0.037309189418721,-0.269916932933092,0.199413024472699,0.759119415809644,"Chukar partridge"
"Influenza A virus H3N2","Alectoris.chukar",NA,NA,NA,NA,"Chukar partridge"
"Influenza A virus H5N1","Alectoris.chukar",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Chukar partridge"
"Influenza A virus H7N9, segment 1","Alectoris.chukar",-0.0251664838282558,-0.258611215850788,0.211055608832752,0.836166532674928,"Chukar partridge"
"Influenza A virus H7N9, segment 2","Alectoris.chukar",-0.0202683934085964,-0.254032573282703,0.215733066894714,0.867731019400472,"Chukar partridge"
"Influenza A virus H7N9, segment 3","Alectoris.chukar",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Chukar partridge"
"Influenza A virus H7N9, segment 5","Alectoris.chukar",-0.0206103336524208,-0.254352553124366,0.215406880485764,0.865520168741156,"Chukar partridge"
"Influenza A virus H9N2 (HA)","Alectoris.chukar",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Chukar partridge"
"Influenza A virus H9N2 segment 5","Alectoris.chukar",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Chukar partridge"
"Parvovirus NIH-CQV","Alectoris.chukar",NA,NA,NA,NA,"Chukar partridge"
"Bamboo rat circovirus","Alectoris.chukar",0.18239482296084,-0.0549335429677052,0.400216354082347,0.130723282782298,"Chukar partridge"
"Bamboo rat coronavirus","Alectoris.chukar",-0.0697210695097951,-0.299783840412712,0.168005322897221,0.566290139982342,"Chukar partridge"
"Betacoronavirus HKU24","Alectoris.chukar",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Chukar partridge"
"Cadicivirus B","Alectoris.chukar",0.345530116159852,0.12032538479998,0.536911935129412,0.00339321630944118,"Chukar partridge"
"Canine coronavirus HeB-G1","Alectoris.chukar",-0.0466186004194482,-0.278541434638306,0.190441548445139,0.701553133401562,"Chukar partridge"
"Canine coronavirus SD-F3","Alectoris.chukar",-0.0388618593733928,-0.271357968321632,0.197919469348773,0.749417196496098,"Chukar partridge"
"Canine kobuvirus JX-MO1","Alectoris.chukar",0.0499210122121216,-0.187249472167044,0.281591920941057,0.681509034750727,"Chukar partridge"
"Canine kobuvirus SMCD-59","Alectoris.chukar",0.0406384720835523,-0.196209147836645,0.273005567620889,0.738363076675257,"Chukar partridge"
"Canine parvovirus","Alectoris.chukar",0.0702868094058999,-0.167452791273648,0.30030118455463,0.563136526452039,"Chukar partridge"
"Civet astrovirus","Alectoris.chukar",-0.0278438575625063,-0.261109548288571,0.208494255113752,0.819018006282742,"Chukar partridge"
"Civet kobuvirus","Alectoris.chukar",-0.051254745792049,-0.28282258412288,0.1859588778972,0.673474857296104,"Chukar partridge"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Alectoris.chukar",-0.026349694700035,-0.259715688310896,0.209924070534663,0.828578197560097,"Chukar partridge"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Alectoris.chukar",-0.0302858211924189,-0.263385491299937,0.206155280035251,0.803450526694133,"Chukar partridge"
"European hedgehog papillomavirus","Alectoris.chukar",0.0997878227515494,-0.138432091758853,0.327092331911993,0.411130153718449,"Chukar partridge"
"Hedgehog bocavirus","Alectoris.chukar",0.0304605635861204,-0.205987803659172,0.263548254140199,0.802339387167739,"Chukar partridge"
"Hedgehog chapparvovirus 6","Alectoris.chukar",0.507892019904074,0.309902166044137,0.663663491171396,7.18812616031802e-06,"Chukar partridge"
"Hedgehog dicipivirus 2","Alectoris.chukar",0.257013974066397,0.0234565299391771,0.463968209890156,0.0317267156035933,"Chukar partridge"
"Lucheng Rn rat coronavirus","Alectoris.chukar",-0.0204644021538573,-0.254216000032698,0.215546095086191,0.866463579370138,"Chukar partridge"
"Lupine bocavirus isolate South Douro","Alectoris.chukar",-0.0631327449980038,-0.293749129056922,0.174428851052464,0.603611414016314,"Chukar partridge"
"Marmot kobuvirus","Alectoris.chukar",-0.0535916282742711,-0.284977036591075,0.183695606108291,0.659485786132895,"Chukar partridge"
"Myocastor coypus polyomavirus 1","Alectoris.chukar",-0.0390657408462381,-0.271547113642066,0.197723268561963,0.748146034225667,"Chukar partridge"
"Raccoon dog amdovirus","Alectoris.chukar",-0.037467390889136,-0.270063807652743,0.199260896515883,0.758129130595542,"Chukar partridge"
"Rodent papillomavirus","Alectoris.chukar",-0.0456178282489417,-0.277616081868025,0.191407895524148,0.707668431670128,"Chukar partridge"
"Skunk adenovirus PB1","Alectoris.chukar",0.28417199724282,0.0527181248805124,0.486650862822756,0.01711997245531,"Chukar partridge"
"SARS-CoV-2","Alectoris.chukar",-0.0343769293496618,-0.267192652841844,0.202230647857713,0.777542689454693,"Chukar partridge"
"Human adenovirus type 1","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Human astrovirus","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Human herpesvirus 1","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Human herpesvirus 4","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Human orthopneumovirus B","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Human papillomavirus 1","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Human papillomavirus type 41","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Influenza A virus H3N2","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Influenza A virus H5N1","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Influenza A virus H7N9, segment 1","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Influenza A virus H7N9, segment 2","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Influenza A virus H7N9, segment 3","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Influenza A virus H7N9, segment 5","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Influenza A virus H9N2 (HA)","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Influenza A virus H9N2 segment 5","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Parvovirus NIH-CQV","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Bamboo rat circovirus","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Bamboo rat coronavirus","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Betacoronavirus HKU24","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Cadicivirus B","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Canine coronavirus HeB-G1","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Canine coronavirus SD-F3","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Canine kobuvirus JX-MO1","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Canine kobuvirus SMCD-59","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Canine parvovirus","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Civet astrovirus","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Civet kobuvirus","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"European hedgehog papillomavirus","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Hedgehog bocavirus","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Hedgehog chapparvovirus 6","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Hedgehog dicipivirus 2","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Lucheng Rn rat coronavirus","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Lupine bocavirus isolate South Douro","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Marmot kobuvirus","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Myocastor coypus polyomavirus 1","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Raccoon dog amdovirus","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Rodent papillomavirus","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Skunk adenovirus PB1","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"SARS-CoV-2","Mustela.sibirica",NA,NA,NA,NA,"Siberian weasel"
"Human adenovirus type 1","Arctonyx.collaris",NA,NA,NA,NA,"Greater hog badger"
"Human astrovirus","Arctonyx.collaris",NA,NA,NA,NA,"Greater hog badger"
"Human herpesvirus 1","Arctonyx.collaris",0.0537544996096709,-0.183537771304235,0.285127106187766,0.658515061231152,"Greater hog badger"
"Human herpesvirus 4","Arctonyx.collaris",-0.0987813026409722,-0.326184248682191,0.139429011379439,0.415888381016407,"Greater hog badger"
"Human orthopneumovirus B","Arctonyx.collaris",NA,NA,NA,NA,"Greater hog badger"
"Human papillomavirus 1","Arctonyx.collaris",NA,NA,NA,NA,"Greater hog badger"
"Human papillomavirus type 41","Arctonyx.collaris",-0.027989501778303,-0.261245363425104,0.208354829137364,0.818087503937982,"Greater hog badger"
"Influenza A virus H3N2","Arctonyx.collaris",NA,NA,NA,NA,"Greater hog badger"
"Influenza A virus H5N1","Arctonyx.collaris",0.198310239002882,-0.0384557334888612,0.413993111346093,0.0998261456542564,"Greater hog badger"
"Influenza A virus H7N9, segment 1","Arctonyx.collaris",0.321031198044714,0.0930784558412236,0.517005435955117,0.00673432109177164,"Greater hog badger"
"Influenza A virus H7N9, segment 2","Arctonyx.collaris",0.262679266917428,0.0295277827925956,0.468722426253146,0.0280278385997237,"Greater hog badger"
"Influenza A virus H7N9, segment 3","Arctonyx.collaris",0.198310239002882,-0.0384557334888612,0.413993111346093,0.0998261456542566,"Greater hog badger"
"Influenza A virus H7N9, segment 5","Arctonyx.collaris",0.262518571129071,0.0293553345790648,0.468587737400094,0.0281275134437494,"Greater hog badger"
"Influenza A virus H9N2 (HA)","Arctonyx.collaris",0.198310239002882,-0.0384557334888612,0.413993111346093,0.0998261456542566,"Greater hog badger"
"Influenza A virus H9N2 segment 5","Arctonyx.collaris",-0.0694022099001558,-0.299492197750851,0.168316672320364,0.568071207472861,"Greater hog badger"
"Parvovirus NIH-CQV","Arctonyx.collaris",NA,NA,NA,NA,"Greater hog badger"
"Bamboo rat circovirus","Arctonyx.collaris",-0.0892956761294646,-0.317605644042613,0.148800502096794,0.462266690146893,"Greater hog badger"
"Bamboo rat coronavirus","Arctonyx.collaris",0.031430715051294,-0.205057740363467,0.264451655063653,0.79617761982137,"Greater hog badger"
"Betacoronavirus HKU24","Arctonyx.collaris",-0.0694022099001557,-0.299492197750851,0.168316672320364,0.568071207472861,"Greater hog badger"
"Cadicivirus B","Arctonyx.collaris",-0.16501886354021,-0.38506204806824,0.0727771008390179,0.172200516961742,"Greater hog badger"
"Canine coronavirus HeB-G1","Arctonyx.collaris",-0.0199383911250508,-0.253723716180483,0.216047815410653,0.869865643657085,"Greater hog badger"
"Canine coronavirus SD-F3","Arctonyx.collaris",-0.0334496899052298,-0.266330405676783,0.203120822460221,0.783394581091445,"Greater hog badger"
"Canine kobuvirus JX-MO1","Arctonyx.collaris",0.521193579723232,0.326163850516285,0.67366580404323,3.72807688537856e-06,"Greater hog badger"
"Canine kobuvirus SMCD-59","Arctonyx.collaris",0.504153226209548,0.305352103650753,0.660841982816143,8.60253017724133e-06,"Greater hog badger"
"Canine parvovirus","Arctonyx.collaris",0.622635452891106,0.454097299444398,0.748152414805355,8.66824323715744e-09,"Greater hog badger"
"Civet astrovirus","Arctonyx.collaris",-0.0108885407059447,-0.245235122378205,0.224660279723953,0.928714456064194,"Greater hog badger"
"Civet kobuvirus","Arctonyx.collaris",0.334808867387284,0.108359649542243,0.528226572446713,0.004610878725019,"Greater hog badger"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Arctonyx.collaris",-0.0928226623825198,-0.320799748239509,0.145320941891949,0.444701051394264,"Greater hog badger"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Arctonyx.collaris",-0.145031301438244,-0.367482053544381,0.0931159814115065,0.230949625483638,"Greater hog badger"
"European hedgehog papillomavirus","Arctonyx.collaris",-0.104532333723638,-0.331367187664025,0.133726325138957,0.389130343046502,"Greater hog badger"
"Hedgehog bocavirus","Arctonyx.collaris",0.072602761698321,-0.165189351133183,0.302417610631533,0.550313762773236,"Greater hog badger"
"Hedgehog chapparvovirus 6","Arctonyx.collaris",0.0257595861340532,-0.210488487311418,0.25916492564452,0.832360855902858,"Greater hog badger"
"Hedgehog dicipivirus 2","Arctonyx.collaris",-0.0997790819097217,-0.327084447724204,0.13844075130641,0.411171338698957,"Greater hog badger"
"Lucheng Rn rat coronavirus","Arctonyx.collaris",-0.0979989566296611,-0.325478125490081,0.140203561751001,0.419608704559871,"Greater hog badger"
"Lupine bocavirus isolate South Douro","Arctonyx.collaris",0.328085164772096,0.10088881200883,0.522758921916284,0.00555885057398951,"Greater hog badger"
"Marmot kobuvirus","Arctonyx.collaris",0.114221350750457,-0.124082939142978,0.340068263247547,0.346436653269843,"Greater hog badger"
"Myocastor coypus polyomavirus 1","Arctonyx.collaris",-0.00123235690726791,-0.236137999655312,0.233809369373884,0.991921566525528,"Greater hog badger"
"Raccoon dog amdovirus","Arctonyx.collaris",0.654054098343553,0.495182566935967,0.770598182116261,8.26985761759743e-10,"Greater hog badger"
"Rodent papillomavirus","Arctonyx.collaris",0.200482066314167,-0.0361971326811157,0.415865465449745,0.0960937852579313,"Greater hog badger"
"Skunk adenovirus PB1","Arctonyx.collaris",0.325483425914318,0.0980048281636742,0.52063890616471,0.00596945375979734,"Greater hog badger"
"SARS-CoV-2","Arctonyx.collaris",-0.129099211264724,-0.353354245716926,0.109186993579987,0.286813426795263,"Greater hog badger"
"Human adenovirus type 1","Rhizomys.pruinosus",NA,NA,NA,NA,"Hoary bamboo rat"
"Human astrovirus","Rhizomys.pruinosus",NA,NA,NA,NA,"Hoary bamboo rat"
"Human herpesvirus 1","Rhizomys.pruinosus",-0.0167687099208318,-0.250754705088811,0.219068487857903,0.890413818480836,"Hoary bamboo rat"
"Human herpesvirus 4","Rhizomys.pruinosus",-0.0806463715378953,-0.309750679088879,0.157308617320543,0.506902102452701,"Hoary bamboo rat"
"Human orthopneumovirus B","Rhizomys.pruinosus",NA,NA,NA,NA,"Hoary bamboo rat"
"Human papillomavirus 1","Rhizomys.pruinosus",NA,NA,NA,NA,"Hoary bamboo rat"
"Human papillomavirus type 41","Rhizomys.pruinosus",0.0579218517350875,-0.17949512195641,0.288963048617229,0.63387244776873,"Hoary bamboo rat"
"Influenza A virus H3N2","Rhizomys.pruinosus",NA,NA,NA,NA,"Hoary bamboo rat"
"Influenza A virus H5N1","Rhizomys.pruinosus",0.0836296295571669,-0.154378042667234,0.312463496550177,0.491261123701158,"Hoary bamboo rat"
"Influenza A virus H7N9, segment 1","Rhizomys.pruinosus",0.135914147832199,-0.102327846001151,0.359409947770764,0.26191362327552,"Hoary bamboo rat"
"Influenza A virus H7N9, segment 2","Rhizomys.pruinosus",0.0951876592536033,-0.142984442112869,0.322938632939399,0.433134238756305,"Hoary bamboo rat"
"Influenza A virus H7N9, segment 3","Rhizomys.pruinosus",0.0836296295571669,-0.154378042667234,0.312463496550177,0.491261123701158,"Hoary bamboo rat"
"Influenza A virus H7N9, segment 5","Rhizomys.pruinosus",0.0899747215579066,-0.148131045519134,0.318221003186463,0.458855674926553,"Hoary bamboo rat"
"Influenza A virus H9N2 (HA)","Rhizomys.pruinosus",0.0836296295571669,-0.154378042667234,0.312463496550177,0.491261123701158,"Hoary bamboo rat"
"Influenza A virus H9N2 segment 5","Rhizomys.pruinosus",0.178051792960833,-0.0594077011268242,0.396439748472048,0.140299397404229,"Hoary bamboo rat"
"Parvovirus NIH-CQV","Rhizomys.pruinosus",NA,NA,NA,NA,"Hoary bamboo rat"
"Bamboo rat circovirus","Rhizomys.pruinosus",0.40174490329963,0.184155047311481,0.581797467655945,0.000566492124654986,"Hoary bamboo rat"
"Bamboo rat coronavirus","Rhizomys.pruinosus",0.503650121045459,0.30474052352239,0.660461972390956,8.81157665281906e-06,"Hoary bamboo rat"
"Betacoronavirus HKU24","Rhizomys.pruinosus",0.0874605647739826,-0.150608608478746,0.315941681382148,0.47155374952177,"Hoary bamboo rat"
"Cadicivirus B","Rhizomys.pruinosus",-0.140390594240754,-0.363377468194167,0.0978099975676622,0.246376989381879,"Hoary bamboo rat"
"Canine coronavirus HeB-G1","Rhizomys.pruinosus",0.353794554280215,0.129594010481409,0.543579442072686,0.0026594470943964,"Hoary bamboo rat"
"Canine coronavirus SD-F3","Rhizomys.pruinosus",0.273140040954601,0.0407835400834447,0.47746967055273,0.0221493466506749,"Hoary bamboo rat"
"Canine kobuvirus JX-MO1","Rhizomys.pruinosus",0.510862244025486,0.313523365207421,0.66590183791287,6.22275320241016e-06,"Hoary bamboo rat"
"Canine kobuvirus SMCD-59","Rhizomys.pruinosus",0.532642634853548,0.340253822823192,0.682230597453786,2.07122702890039e-06,"Hoary bamboo rat"
"Canine parvovirus","Rhizomys.pruinosus",0.581784918301998,0.401728994487848,0.718532436089062,1.27800032126984e-07,"Hoary bamboo rat"
"Civet astrovirus","Rhizomys.pruinosus",-0.112628086618551,-0.338640108065151,0.125671798279915,0.35324919101989,"Hoary bamboo rat"
"Civet kobuvirus","Rhizomys.pruinosus",0.253590894649885,0.0197964919396482,0.461089830970402,0.0341538888624377,"Hoary bamboo rat"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Rhizomys.pruinosus",0.107256308911644,-0.131019730471293,0.333817317574262,0.376822541812981,"Hoary bamboo rat"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Rhizomys.pruinosus",0.0792330331310629,-0.158695535105568,0.308464160231883,0.51440042280029,"Hoary bamboo rat"
"European hedgehog papillomavirus","Rhizomys.pruinosus",-0.155315389808486,-0.376547287430864,0.0826758954228912,0.199187056927362,"Hoary bamboo rat"
"Hedgehog bocavirus","Rhizomys.pruinosus",-0.0517387285536731,-0.283268976439284,0.185490346955827,0.670568355482182,"Hoary bamboo rat"
"Hedgehog chapparvovirus 6","Rhizomys.pruinosus",0.0477908747561711,-0.189309014073756,0.279624817645376,0.694413844862107,"Hoary bamboo rat"
"Hedgehog dicipivirus 2","Rhizomys.pruinosus",-0.0804066424466491,-0.309532520068426,0.157543931094513,0.50816999278374,"Hoary bamboo rat"
"Lucheng Rn rat coronavirus","Rhizomys.pruinosus",-0.0896304975987142,-0.317909087325196,0.148470435939885,0.460583071708447,"Hoary bamboo rat"
"Lupine bocavirus isolate South Douro","Rhizomys.pruinosus",0.344933037791902,0.119657274489406,0.536429301947043,0.00345262236030793,"Hoary bamboo rat"
"Marmot kobuvirus","Rhizomys.pruinosus",0.387871253016838,0.16822962341013,0.570820851656668,0.000907824729734932,"Hoary bamboo rat"
"Myocastor coypus polyomavirus 1","Rhizomys.pruinosus",0.0770595791704266,-0.160826528320845,0.30648409359256,0.526040476659316,"Hoary bamboo rat"
"Raccoon dog amdovirus","Rhizomys.pruinosus",0.476988942638747,0.272563883836154,0.640208400306424,2.98368761398539e-05,"Hoary bamboo rat"
"Rodent papillomavirus","Rhizomys.pruinosus",0.056057005375999,-0.181305156939643,0.287247421246874,0.644852778753877,"Hoary bamboo rat"
"Skunk adenovirus PB1","Rhizomys.pruinosus",0.0229627335942597,-0.213161431669778,0.256552488886934,0.850339236397867,"Hoary bamboo rat"
"SARS-CoV-2","Rhizomys.pruinosus",0.067170509450719,-0.170494481992979,0.29744978457353,0.580609665645723,"Hoary bamboo rat"
"Human adenovirus type 1","Micropercops.swinhonis",NA,NA,NA,NA,"Gudgeon"
"Human astrovirus","Micropercops.swinhonis",NA,NA,NA,NA,"Gudgeon"
"Human herpesvirus 1","Micropercops.swinhonis",0.387000754020608,0.167234194492873,0.570129939219588,0.000934456697865954,"Gudgeon"
"Human herpesvirus 4","Micropercops.swinhonis",-0.0206277737238163,-0.254368871771891,0.215390242499781,0.865407435549314,"Gudgeon"
"Human orthopneumovirus B","Micropercops.swinhonis",NA,NA,NA,NA,"Gudgeon"
"Human papillomavirus 1","Micropercops.swinhonis",NA,NA,NA,NA,"Gudgeon"
"Human papillomavirus type 41","Micropercops.swinhonis",-0.037309189418721,-0.269916932933092,0.199413024472699,0.759119415809644,"Gudgeon"
"Influenza A virus H3N2","Micropercops.swinhonis",NA,NA,NA,NA,"Gudgeon"
"Influenza A virus H5N1","Micropercops.swinhonis",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Gudgeon"
"Influenza A virus H7N9, segment 1","Micropercops.swinhonis",-0.0251664838282558,-0.258611215850788,0.211055608832752,0.836166532674928,"Gudgeon"
