address,keep,Virus_full_name,Virus_simpler_name,Virus_shorter,Host_general,read_count,Reference,Sample.ID,Lab.code,nDetect,viral_length,covered_bases,Sampling.date
West|8|25,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,1,NC_034971.1,Env_0546,HJ200031-20200112-1,1,8216,43,2020-01-12
West|8|36-38,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,1,NC_034971.1,Env_0558,HJ200043-20200112-1,1,8216,43,2020-01-12
West|8|36-38,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,1,NC_034971.1,Env_0559,HJ200044-20200112-1,1,8216,43,2020-01-12
West|8|36-38,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,111,NC_034971.1,Env_0561,HJ200046-20200112-1,1,8216,2625,2020-01-12
West|8|36-38,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,2,NC_034971.1,Env_0562,HJ200047-20200112-1,1,8216,86,2020-01-12
West|8|36-38,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,38,NC_034971.1,Env_0563,HJ200048-20200112-1,1,8216,1075,2020-01-12
West|8|37,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,1,NC_034971.1,Env_0571,HJ200056-20200112-1,1,8216,43,2020-01-12
West|8|37,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,1,NC_034971.1,Env_0572,HJ200057-20200112-1,1,8216,43,2020-01-12
West|6|29-31-33,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,3,NC_034971.1,Env_0577,HJ200062-20200112-1,1,8216,129,2020-01-12
West|6|29-31-33,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,63,NC_034971.1,Env_0578,HJ200063-20200112-1,1,8216,1428,2020-01-12
West|6|29-31-33,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,10,NC_034971.1,Env_0580,HJ200065-20200112-1,1,8216,430,2020-01-12
West|6|29-31-33,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,2,NC_034971.1,Env_0582,HJ200067-20200112-1,1,8216,86,2020-01-12
West|6|29-31-33,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,138,NC_034971.1,Env_0576,Q61,1,8216,2470,2020-01-12
West|6|29-31-33,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,7,NC_034971.1,Env_0579,Q64,1,8216,218,2020-01-12
West|6|29-31-33,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,1,NC_034971.1,Env_0583,Q68,1,8216,43,2020-01-12
West|6|29-31-33,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,13,NC_034971.1,Env_0584,Q69,1,8216,544,2020-01-12
West|6|29-31-33,1,"NC_034971.1 Canine kobuvirus isolate SMCD-59, complete genome",Canine kobuvirus SMCD-59,Canine kobuvirus SMCD-59,Mammal,3,NC_034971.1,Env_0585,Q70,1,8216,86,2020-01-12
West|7|34_drain,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,10,NC_001539.1,Env_0657,1-27-28,1,5323,1066,2020-01-27
East|11|9,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,19,NC_001539.1,Env_0701,1-29-23,1,5323,2214,2020-01-29
West|6|29,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,1,NC_001539.1,Env_0877,629-3-C,1,5323,105,2020-02-29
West|7|26,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,1,NC_001539.1,Env_0705,7-26-BX,1,5323,93,2020-02-03
West|7|26,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,2,NC_001539.1,Env_0712,7-26-DH,1,5323,142,2020-02-03
West|7|26,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,46,NC_001539.1,Env_0708,7-26-PSN,1,5323,2712,2020-02-03
West|7|26,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,14,NC_001539.1,Env_0707,7-26-PSW,1,5323,1248,2020-02-03
West|8|25,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,11,NC_001539.1,Env_0716,8-25-CK,1,5323,1173,2020-02-03
West|8|25,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,1,NC_001539.1,Env_0756,8-25-Long,1,5323,165,2020-02-09
West|8|25,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,2,NC_001539.1,Env_0719,8-25-M1,1,5323,117,2020-02-03
West|4|19,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,17,NC_001539.1,Env_0101,A101,1,5323,962,2020-01-01
West|4|26,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,13,NC_001539.1,Env_0014,A14,1,5323,1282,2020-01-01
West|7|15-17,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,6,NC_001539.1,Env_0018,A18,1,5323,765,2020-01-01
West|7|15-17,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,5,NC_001539.1,Env_0002,A2,1,5323,621,2020-01-01
West|7|GC,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,13,NC_001539.1,Env_0033,A33,1,5323,1247,2020-01-01
West|7|25,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,52,NC_001539.1,Env_0055,A55,1,5323,2370,2020-01-01
West|7|20-22-24,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,102,NC_001539.1,Env_0061,A61,1,5323,3712,2020-01-01
West|7|16-18,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,1,NC_001539.1,Env_0063,A63,1,5323,93,2020-01-01
West|4|28,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,263,NC_001539.1,Env_0087,A87,1,5323,2953,2020-01-01
West|4|28,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,1,NC_001539.1,Env_0088,A88,1,5323,110,2020-01-01
West|4|24,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,5,NC_001539.1,Env_0096,A96,1,5323,520,2020-01-01
West|15|44,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,8,NC_001539.1,Env_0138,B17,1,5323,1027,2020-01-01
West|5|6-8,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,4,NC_001539.1,Env_0126,B5,1,5323,604,2020-01-01
West|8|25,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,1,NC_001539.1,Env_0907,CCDC-758,1,5323,93,2020-03-02
NA,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,31,NC_001539.1,Env_0790,CSSQ-1-3,1,5323,530,2020-02-09
East|9|22,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,53,NC_001539.1,Env_0262,E48,1,5323,2793,2020-01-01
West|2|5,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,28,NC_001539.1,Env_0221,E7,1,5323,956,2020-01-01
East|10|SwO,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,2,NC_001539.1,Env_0813,EWS-2#-2,1,5323,86,2020-02-15
West|2|24,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,1,NC_001539.1,Env_0346,F46,1,5323,184,2020-01-01
West|9|34-36,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,276,NC_001539.1,Env_0516,HJ200001-20200112-1,1,5323,3875,2020-01-12
West|9|34-36,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,72,NC_001539.1,Env_0517,HJ200002-20200112-1,1,5323,2111,2020-01-12
West|9|34-36,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,3766,NC_001539.1,Env_0518,HJ200003-20200112-1,1,5323,4425,2020-01-12
West|9|34-36,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,194,NC_001539.1,Env_0519,HJ200004-20200112-1,1,5323,3389,2020-01-12
West|9|34-36,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,783,NC_001539.1,Env_0520,HJ200005-20200112-1,1,5323,4272,2020-01-12
West|9|34-36,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,50,NC_001539.1,Env_0521,HJ200006-20200112-1,1,5323,1451,2020-01-12
West|9|34-36,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,1785,NC_001539.1,Env_0522,HJ200007-20200112-1,1,5323,4360,2020-01-12
West|9|34-36,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,376,NC_001539.1,Env_0523,HJ200008-20200112-1,1,5323,3960,2020-01-12
West|9|34-36,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,957,NC_001539.1,Env_0524,HJ200009-20200112-1,1,5323,4280,2020-01-12
West|9|34-36,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,4683,NC_001539.1,Env_0525,HJ200010-20200112-1,1,5323,4450,2020-01-12
West|9|38,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,59148,NC_001539.1,Env_0526,HJ200011-20200112-1,1,5323,4443,2020-01-12
West|9|38,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,74832,NC_001539.1,Env_0527,HJ200012-20200112-1,1,5323,4446,2020-01-12
West|9|38,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,375,NC_001539.1,Env_0528,HJ200013-20200112-1,1,5323,4080,2020-01-12
West|9|38,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,10019,NC_001539.1,Env_0529,HJ200014-20200112-1,1,5323,4435,2020-01-12
West|9|38,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,1789,NC_001539.1,Env_0530,HJ200015-20200112-1,1,5323,4306,2020-01-12
West|9|38,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,5549,NC_001539.1,Env_0531,HJ200016-20200112-1,1,5323,4422,2020-01-12
West|9|38,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,30805,NC_001539.1,Env_0532,HJ200017-20200112-1,1,5323,4460,2020-01-12
West|9|38,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,6957,NC_001539.1,Env_0533,HJ200018-20200112-1,1,5323,4423,2020-01-12
West|9|38,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,9172,NC_001539.1,Env_0534,HJ200019-20200112-1,1,5323,4433,2020-01-12
West|9|38,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,11412,NC_001539.1,Env_0535,HJ200020-20200112-1,1,5323,4432,2020-01-12
West|9|35-37,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,193,NC_001539.1,Env_0536,HJ200021-20200112-1,1,5323,3713,2020-01-12
West|9|35-37,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,1493,NC_001539.1,Env_0537,HJ200022-20200112-1,1,5323,4304,2020-01-12
West|9|35-37,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,2306,NC_001539.1,Env_0538,HJ200023-20200112-1,1,5323,4405,2020-01-12
West|9|35-37,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,2747,NC_001539.1,Env_0539,HJ200024-20200112-1,1,5323,4319,2020-01-12
West|9|35-37,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,1336,NC_001539.1,Env_0540,HJ200025-20200112-1,1,5323,4278,2020-01-12
West|9|35-37,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,1409,NC_001539.1,Env_0541,HJ200026-20200112-1,1,5323,4345,2020-01-12
West|9|35-37,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,204,NC_001539.1,Env_0542,HJ200027-20200112-1,1,5323,3449,2020-01-12
West|9|35-37,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,121,NC_001539.1,Env_0543,HJ200028-20200112-1,1,5323,2575,2020-01-12
West|9|35-37,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,89,NC_001539.1,Env_0544,HJ200029-20200112-1,1,5323,2465,2020-01-12
West|9|35-37,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,753,NC_001539.1,Env_0545,HJ200030-20200112-1,1,5323,4169,2020-01-12
West|8|25,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,486,NC_001539.1,Env_0546,HJ200031-20200112-1,1,5323,3930,2020-01-12
West|8|25,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,14,NC_001539.1,Env_0547,HJ200032-20200112-1,1,5323,215,2020-01-12
West|8|25,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,80,NC_001539.1,Env_0548,HJ200033-20200112-1,1,5323,2064,2020-01-12
West|8|25,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,85,NC_001539.1,Env_0549,HJ200034-20200112-1,1,5323,2019,2020-01-12
West|8|25,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,2932,NC_001539.1,Env_0550,HJ200035-20200112-1,1,5323,4355,2020-01-12
West|8|25,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,2,NC_001539.1,Env_0551,HJ200036-20200112-1,1,5323,86,2020-01-12
West|8|25,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,58,NC_001539.1,Env_0553,HJ200038-20200112-1,1,5323,1523,2020-01-12
West|8|25,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,39,NC_001539.1,Env_0554,HJ200039-20200112-1,1,5323,1283,2020-01-12
West|8|25,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,74,NC_001539.1,Env_0555,HJ200040-20200112-1,1,5323,2005,2020-01-12
West|8|36-38,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,210,NC_001539.1,Env_0556,HJ200041-20200112-1,1,5323,3372,2020-01-12
West|8|36-38,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,7,NC_001539.1,Env_0557,HJ200042-20200112-1,1,5323,297,2020-01-12
West|8|36-38,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,138,NC_001539.1,Env_0558,HJ200043-20200112-1,1,5323,2827,2020-01-12
West|8|36-38,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,226,NC_001539.1,Env_0559,HJ200044-20200112-1,1,5323,3486,2020-01-12
West|8|36-38,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,336,NC_001539.1,Env_0560,HJ200045-20200112-1,1,5323,3955,2020-01-12
West|8|36-38,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,2096,NC_001539.1,Env_0561,HJ200046-20200112-1,1,5323,4404,2020-01-12
West|8|36-38,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,144,NC_001539.1,Env_0562,HJ200047-20200112-1,1,5323,3075,2020-01-12
West|8|36-38,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,14054,NC_001539.1,Env_0563,HJ200048-20200112-1,1,5323,4440,2020-01-12
West|8|36-38,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,212,NC_001539.1,Env_0564,HJ200049-20200112-1,1,5323,3421,2020-01-12
West|8|36-38,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,325,NC_001539.1,Env_0565,HJ200050-20200112-1,1,5323,3867,2020-01-12
West|8|37,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,64,NC_001539.1,Env_0566,HJ200051-20200112-1,1,5323,1859,2020-01-12
West|8|37,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,18,NC_001539.1,Env_0567,HJ200052-20200112-1,1,5323,689,2020-01-12
West|8|37,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,135,NC_001539.1,Env_0568,HJ200053-20200112-1,1,5323,2891,2020-01-12
West|8|37,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,234,NC_001539.1,Env_0569,HJ200054-20200112-1,1,5323,3696,2020-01-12
West|8|37,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,14,NC_001539.1,Env_0571,HJ200056-20200112-1,1,5323,564,2020-01-12
West|8|37,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,633,NC_001539.1,Env_0572,HJ200057-20200112-1,1,5323,4215,2020-01-12
West|8|37,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,1,NC_001539.1,Env_0573,HJ200058-20200112-1,1,5323,43,2020-01-12
West|8|37,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,247,NC_001539.1,Env_0574,HJ200059-20200112-1,1,5323,4050,2020-01-12
West|8|37,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,180,NC_001539.1,Env_0575,HJ200060-20200112-1,1,5323,3277,2020-01-12
West|6|29-31-33,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,119,NC_001539.1,Env_0577,HJ200062-20200112-1,1,5323,2873,2020-01-12
West|6|29-31-33,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,1564,NC_001539.1,Env_0578,HJ200063-20200112-1,1,5323,4340,2020-01-12
West|6|29-31-33,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,9536,NC_001539.1,Env_0580,HJ200065-20200112-1,1,5323,4396,2020-01-12
West|6|29-31-33,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,162,NC_001539.1,Env_0581,HJ200066-20200112-1,1,5323,3450,2020-01-12
West|6|29-31-33,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,22,NC_001539.1,Env_0582,HJ200067-20200112-1,1,5323,766,2020-01-12
NA,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,3,NC_001539.1,Env_0768,HXJMHL-1-2,1,5323,93,2020-02-09
West|8|25,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,18,NC_001539.1,Env_0552,Q37,1,5323,643,2020-01-12
West|6|29-31-33,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,62444,NC_001539.1,Env_0576,Q61,1,5323,4387,2020-01-12
West|6|29-31-33,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,1603,NC_001539.1,Env_0579,Q64,1,5323,4379,2020-01-12
West|6|29-31-33,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,2550,NC_001539.1,Env_0583,Q68,1,5323,4342,2020-01-12
West|6|29-31-33,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,387,NC_001539.1,Env_0584,Q69,1,5323,3993,2020-01-12
West|6|29-31-33,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,200,NC_001539.1,Env_0585,Q70,1,5323,3285,2020-01-12
West|8|25,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,47,NC_001539.1,Env_0806,W-8-25-D1,1,5323,1345,2020-02-15
West|8|25,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,92,NC_001539.1,Env_0807,W-8-25-D2,1,5323,1166,2020-02-15
West|8|25,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,8,NC_001539.1,Env_0808,W-8-25-L,1,5323,301,2020-02-15
West|8|25,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,165,NC_001539.1,Env_0809,W-8-25-L2,1,5323,1352,2020-02-15
West|1|Sw1,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,1,NC_001539.1,Env_0829,w-zong-1,1,5323,43,2020-02-15
West|1|SwO,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,8,NC_001539.1,Env_0816,WWS-1#,1,5323,301,2020-02-15
West|1|SwO,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,2,NC_001539.1,Env_0817,WWS-1#-2,1,5323,83,2020-02-15
West|1|SwO,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,7,NC_001539.1,Env_0818,WWS-1#-3,1,5323,301,2020-02-15
West|13|SwO,1,"NC_001539.1 Canine parvovirus, complete genome",Canine parvovirus,Canine parvovirus,Mammal,1,NC_001539.1,Env_0821,WWS-2#-3,1,5323,43,2020-02-15
East|4|5-7-9_drain,1,"OM451116.1 MAG: Civet astrovirus isolate SC-F1 nonstructural protein gene, partial cds; and capsid protein precursor, gene, complete cds",Civet astrovirus,Civet astrovirus,Mammal,1,OM451116.1,Env_0682,1-29-4,1,6845,92,2020-01-29
West|9|35-37,1,"OM451116.1 MAG: Civet astrovirus isolate SC-F1 nonstructural protein gene, partial cds; and capsid protein precursor, gene, complete cds",Civet astrovirus,Civet astrovirus,Mammal,3,OM451116.1,Env_0536,HJ200021-20200112-1,1,6845,129,2020-01-12
West|9|35-37,1,"OM451116.1 MAG: Civet astrovirus isolate SC-F1 nonstructural protein gene, partial cds; and capsid protein precursor, gene, complete cds",Civet astrovirus,Civet astrovirus,Mammal,12,OM451116.1,Env_0537,HJ200022-20200112-1,1,6845,360,2020-01-12
West|9|35-37,1,"OM451116.1 MAG: Civet astrovirus isolate SC-F1 nonstructural protein gene, partial cds; and capsid protein precursor, gene, complete cds",Civet astrovirus,Civet astrovirus,Mammal,20,OM451116.1,Env_0544,HJ200029-20200112-1,1,6845,664,2020-01-12
West|8|25,1,"OM451116.1 MAG: Civet astrovirus isolate SC-F1 nonstructural protein gene, partial cds; and capsid protein precursor, gene, complete cds",Civet astrovirus,Civet astrovirus,Mammal,1,OM451116.1,Env_0552,Q37,1,6845,43,2020-01-12
West|1|SwO,1,"OM451116.1 MAG: Civet astrovirus isolate SC-F1 nonstructural protein gene, partial cds; and capsid protein precursor, gene, complete cds",Civet astrovirus,Civet astrovirus,Mammal,1,OM451116.1,Env_0817,WWS-1#-2,1,6845,91,2020-02-15
West|6|29,1,"OM451183.1 MAG: Civet kobuvirus isolate SC-F3 polyprotein gene, complete cds",Civet kobuvirus,Civet kobuvirus,Mammal,24,OM451183.1,Env_0877,629-3-C,1,8146,871,2020-02-29
West|9|34-36,1,"OM451183.1 MAG: Civet kobuvirus isolate SC-F3 polyprotein gene, complete cds",Civet kobuvirus,Civet kobuvirus,Mammal,1,OM451183.1,Env_0525,HJ200010-20200112-1,1,8146,43,2020-01-12
West|9|38,1,"OM451183.1 MAG: Civet kobuvirus isolate SC-F3 polyprotein gene, complete cds",Civet kobuvirus,Civet kobuvirus,Mammal,3,OM451183.1,Env_0535,HJ200020-20200112-1,1,8146,92,2020-01-12
West|9|35-37,1,"OM451183.1 MAG: Civet kobuvirus isolate SC-F3 polyprotein gene, complete cds",Civet kobuvirus,Civet kobuvirus,Mammal,1,OM451183.1,Env_0536,HJ200021-20200112-1,1,8146,43,2020-01-12
West|9|35-37,1,"OM451183.1 MAG: Civet kobuvirus isolate SC-F3 polyprotein gene, complete cds",Civet kobuvirus,Civet kobuvirus,Mammal,2,OM451183.1,Env_0537,HJ200022-20200112-1,1,8146,86,2020-01-12
West|9|35-37,1,"OM451183.1 MAG: Civet kobuvirus isolate SC-F3 polyprotein gene, complete cds",Civet kobuvirus,Civet kobuvirus,Mammal,1,OM451183.1,Env_0538,HJ200023-20200112-1,1,8146,43,2020-01-12
